劳记使命 牢记使命
乂不容辞 义不容辞
乂仓 义仓
乂愤填膺 义愤填膺
乂工 义工
乂和团 义和团
乂举 义举
乂捐 义捐
乂军 义军
乂理 义理
乂卖 义卖
乂拍 义拍
乂气 义气
乂士 义士
乂无反顾 义无反顾
乂务 义务
乂务兵 义务兵
乂务兵役制 义务兵役制
乂务教育 义务教育
乂形于色 义形于色
乂演 义演
乂勇军 义勇军
乂战 义战
乂诊 义诊
乂正词严 义正词严
乂冢 义冢
乗客 乘客
亊半功倍 事半功倍
亊倍功半 事倍功半
亊必躬亲 事必躬亲
亊不关己 事不关己
亊不过三 事不过三
亊不宜迟 事不宜迟
亊不有余 事不有余
亊出意外 事出意外
亊出有因 事出有因
亊大体重 事大体重
亊到临头 事到临头
亊关重大 事关重大
亊过境迁 事过境迁
亊后聪明 事后聪明
亊后诸葛亮 事后诸葛亮
亖K党 三K党
亖亖两两 三三两两
亖八妇女节 三八妇女节
亖百六十行 三百六十行
亖班六房 三班六房
亖般两样 三般两样
亖杯和万事 三杯和万事
亖不知 三不知
亖不拗六 三不拗六
亖曹对案 三曹对案
亖叉神经 三叉神经
亖茶六饭 三茶六饭
亖茶六礼 三茶六礼
亖岔路口 三岔路口
亖长两短 三长两短
亖朝两日 三朝两日
亖朝元老 三朝元老
亖从四德 三从四德
亖寸不烂之舌 三寸不烂之舌
亖大差别 三大差别
亖段论 三段论
亖番四复 三番四复
亖番五次 三番五次
亖分鼎足 三分鼎足
亖坟五典 三坟五典
亖纲五常 三纲五常
亖个臭皮匠，赛过诸葛亮 三个臭皮匠，赛过诸葛亮
亖宫六院 三宫六院
亖姑六婆 三姑六婆
亖顾茅庐 三顾茅庐
亖跪九叩 三跪九叩
亖国演义 三国演义
亖好两歹 三好两歹
亖合板 三合板
亖合土 三合土
亖合院 三合院
亖户亡秦 三户亡秦
亖花脸 三花脸
亖槐九棘 三槐九棘
亖皇五帝 三皇五帝
亖级跳远 三级跳远
亖缄其口 三缄其口
亖脚架 三脚架
亖脚两步 三脚两步
亖脚猫 三脚猫
亖角函数 三角函数
亖角恋爱 三角恋爱
亖角铁 三角铁
亖角形 三角形
亖角学 三角学
亖角债 三角债
亖角洲 三角洲
亖教九流 三教九流
亖联单 三联单
亖令五申 三令五申
亖六九等 三六九等
亖轮车 三轮车
亖媒六证 三媒六证
亖民主义 三民主义
亖明治 三明治
亖拇指 三拇指
亖年五载 三年五载
亖农 三农
亖陪 三陪
亖朋四友 三朋四友
亖平二满 三平二满
亖妻四妾 三妻四妾
亖亲六故 三亲六故
亖亲六眷 三亲六眷
亖拳两脚 三拳两脚
亖人成虎 三人成虎
亖人为众 三人为众
亖日新妇 三日新妇
亖色堇 三色堇
亖山五岳 三山五岳
亖生有幸 三生有幸
亖生有缘 三生有缘
亖省吾身 三省吾身
亖十而立 三十而立
亖十六计，走为上计 三十六计，走为上计
亖十年河东，亖十年河西 三十年河东，三十年河西
亖思而行 三思而行
亖天打鱼，两天晒网 三天打鱼，两天晒网
亖天两头 三天两头
亖天两头儿 三天两头儿
亖头对案 三头对案
亖头六臂 三头六臂
亖推六问 三推六问
亖瓦两舍 三瓦两舍
亖围 三围
亖维打印 三维打印
亖维动画 三维动画
亖维空间 三维空间
亖位一体 三位一体
亖文鱼 三文鱼
亖五成群 三五成群
亖下五除二 三下五除二
亖心二意 三心二意
亖星堆遗址 三星堆遗址
亖严亖实 三严三实
亖言两语 三言两语
亖阳交泰 三阳交泰
亖阳开泰 三阳开泰
亖叶虫 三叶虫
亖灾八难 三灾八难
亖贞九烈 三贞九烈
亖只手 三只手
亖纸无驴 三纸无驴
亖资企业 三资企业
亖足鼎立 三足鼎立
亖座大山 三座大山
亖沐亖熏 三沐三熏
亖豕渡河 三豕渡河
亣亣咧咧 大大咧咧
亣败亏输 大败亏输
亣包亣揽 大包大揽
亣饱眼福 大饱眼福
亣笔如椽 大笔如椽
亣笔一挥 大笔一挥
亣辩若讷 大辩若讷
亣步流星 大步流星
亣材小用 大材小用
亣操亣办 大操大办
亣吵亣闹 大吵大闹
亣彻亣悟 大彻大悟
亣吃亣喝 大吃大喝
亣吃一惊 大吃一惊
亣处落墨 大处落墨
亣处着眼 大处着眼
亣吹亣擂 大吹大擂
亣醇小疵 大醇小疵
亣慈亣悲 大慈大悲
亣错特错 大错特错
亣打出手 大打出手
亣刀阔斧 大刀阔斧
亣道多岐 大道多岐
亣敌当前 大敌当前
亣敌压境 大敌压境
亣跌眼镜 大跌眼镜
亣动干戈 大动干戈
亣恩亣德 大恩大德
亣而化之 大而化之
亣而无当 大而无当
亣发慈悲 大发慈悲
亣发横财 大发横财
亣发雷霆 大发雷霆
亣法小廉 大法小廉
亣方之家 大方之家
亣放悲声 大放悲声
亣放异彩 大放异彩
亣放厥词 大放厥词
亣风亣浪 大风大浪
亣腹便便 大腹便便
亣富亣贵 大富大贵
亣功亣德 大功大德
亣功垂成 大功垂成
亣功告成 大功告成
亣公无私 大公无私
亣公至正 大公至正
亣光其火 大光其火
亣海捞针 大海捞针
亣旱云霓 大旱云霓
亣汗淋漓 大汗淋漓
亣好河山 大好河山
亣红亣绿 大红大绿
亣红亣紫 大红大紫
亣呼小叫 大呼小叫
亣获全胜 大获全胜
亣惑不解 大惑不解
亣祸临头 大祸临头
亣吉亣利 大吉大利
亣计小用 大计小用
亣家风范 大家风范
亣家闺范 大家闺范
亣家闺秀 大家闺秀
亣家小户 大家小户
亣奸似忠 大奸似忠
亣渐弥留 大渐弥留
亣将风度 大将风度
亣江东去 大江东去
亣匠运斤 大匠运斤
亣街小巷 大街小巷
亣惊失色 大惊失色
亣惊小怪 大惊小怪
亣局已定 大局已定
亣军压境 大军压境
亣开亣合 大开大合
亣开眼界 大开眼界
亣可不必 大可不必
亣块文章 大块文章
亣快朵颐 大快朵颐
亣快人心 大快人心
亣浪淘沙 大浪淘沙
亣率如此 大率如此
亣梦初醒 大梦初醒
亣鸣亣放 大鸣大放
亣名鼎鼎 大名鼎鼎
亣名难居 大名难居
亣谬不然 大谬不然
亣模亣样 大模大样
亣难不死 大难不死
亣闹天宫 大闹天宫
亣逆不道 大逆不道
亣起亣落 大起大落
亣器晚成 大器晚成
亣气磅礴 大气磅礴
亣千世界 大千世界
亣巧若拙 大巧若拙
亣请亣受 大请大受
亣权独揽 大权独揽
亣权旁落 大权旁落
亣权在握 大权在握
亣仁亣义 大仁大义
亣声疾呼 大声疾呼
亣声小气 大声小气
亣失所望 大失所望
亣事化小 大事化小
亣势所趋 大势所趋
亣势已去 大势已去
亣是亣非 大是大非
亣手亣脚 大手大脚
亣书特书 大书特书
亣树将军 大树将军
亣俗亣雅 大俗大雅
亣天白日 大天白日
亣庭广众 大庭广众
亣同小异 大同小异
亣痛无声 大痛无声
亣喜过望 大喜过望
亣夏将倾 大夏将倾
亣贤亣德 大贤大德
亣显身手 大显身手
亣显神通 大显神通
亣限临头 大限临头
亣相径庭 大相径庭
亣象无形 大象无形
亣小不一 大小不一
亣兴土木 大兴土木
亣行其道 大行其道
亣雪纷飞 大雪纷飞
亣雅君子 大雅君子
亣雅之堂 大雅之堂
亣言不惭 大言不惭
亣言无当 大言无当
亣摇亣摆 大摇大摆
亣夜弥天 大夜弥天
亣义凛然 大义凛然
亣义灭亲 大义灭亲
亣异其趣 大异其趣
亣音希声 大音希声
亣隐朝市 大隐朝市
亣勇若怯 大勇若怯
亣有可观 大有可观
亣有可为 大有可为
亣有起色 大有起色
亣有人在 大有人在
亣有文章 大有文章
亣有作为 大有作为
亣有裨益 大有裨益
亣雨如注 大雨如注
亣雨滂沱 大雨滂沱
亣展宏图 大展宏图
亣展拳脚 大展拳脚
亣张旗鼓 大张旗鼓
亣张声势 大张声势
亣张挞伐 大张挞伐
亣政方针 大政方针
亣直若屈 大直若屈
亣智亣勇 大智大勇
亣智若愚 大智若愚
亣醉方醒 大醉方醒
亣做文章 大做文章
亣吆小喝 大吆小喝
亣辂椎轮 大辂椎轮
亣黠小痴 大黠小痴
亹亹木倦 亹亹不倦
亹亹丕倦 亹亹不倦
佇立 伫立
佉卢文宇 佉卢文字
侷敖不驯 倨敖不逊
倆国交兵，不斩来使 两国交兵，不斩来使
倆国相争，不罪来使 两国相争，不罪来使
倆害相权取其轻 两害相权取其轻
倆虎相斗 两虎相斗
倆虎相争，必有一伤 两虎相争，必有一伤
倆军对垒 两军对垒
倆利相较取其重 两利相较取其重
倆面圆到 两面圆到
倆情不舍 两情不舍
倆情缱绻 两情缱绻
倆鬓如霜 两鬓如霜
偉大 伟大
偣然泪下 黯然泪下
偣无天日 暗无天日
偱环 循环
傢具 家具
僕人 仆人
僱佣 雇佣
儘管 尽管
兩旸时若 雨旸时若
兩刮器 雨刮器
兩过天青 雨过天青
兩过天晴 雨过天晴
兩恨云愁 雨恨云愁
兩后春笋 雨后春笋
兩后送伞 雨后送伞
兩花石 雨花石
兩迹云踪 雨迹云踪
兩巾风帽 雨巾风帽
兩泣云愁 雨泣云愁
兩怯云娇 雨怯云娇
兩散云收 雨散云收
兩丝风片 雨丝风片
兩条烟叶 雨条烟叶
兩歇云收 雨歇云收
兩雪霏霏 雨雪霏霏
兩意云情 雨意云情
兩约云期 雨约云期
兩笠烟蓑 雨笠烟蓑
兲保九如 天保九如
兲兵天将 天兵天将
兲不假年 天不假年
兲不绝人 天不绝人
兲成自然 天成自然
兲赐良机 天赐良机
兲从人愿 天从人愿
兲打雷劈 天打雷劈
兲道酬勤 天道酬勤
兲道好还 天道好还
兲道人事 天道人事
兲道无亲 天道无亲
兲夺之魄 天夺之魄
兲方夜谭 天方夜谭
兲府之国 天府之国
兲高皇帝远 天高皇帝远
兲高气爽 天高气爽
兲高听卑 天高听卑
兲各一方 天各一方
兲公不作美 天公不作美
兲花乱坠 天花乱坠
兲假良缘 天假良缘
兲假其便 天假其便
兲假之年 天假之年
兲阔云低 天阔云低
兲朗气清 天朗气清
兲理良心 天理良心
兲理难容 天理难容
兲理人情 天理人情
兲理昭彰 天理昭彰
兲伦之乐 天伦之乐
兲马行空 天马行空
兲命有归 天命有归
兲魔外道 天魔外道
兲南海北 天南海北
兲年不遂 天年不遂
兲怒人怨 天怒人怨
兲女散花 天女散花
兲清日朗 天清日朗
兲壤王郎 天壤王郎
兲壤之别 天壤之别
兲人合一 天人合一
兲人之际 天人之际
兲日之表 天日之表
兲上人间 天上人间
兲生丽质 天生丽质
兲生一对 天生一对
兲生尤物 天生尤物
兲网恢恢 天网恢恢
兲无二日 天无二日
兲无绝人之路 天无绝人之路
兲无宁日 天无宁日
兲下本无事，庸人自扰之 天下本无事，庸人自扰之
兲下大乱 天下大乱
兲下第一 天下第一
兲下沸腾 天下沸腾
兲下纷纷 天下纷纷
兲下归心 天下归心
兲下老鸹一般黑 天下老鸹一般黑
兲下太平 天下太平
兲下为公 天下为公
兲下无敌 天下无敌
兲下无双 天下无双
兲下兴亡，匹夫有责 天下兴亡，匹夫有责
兲下汹汹 天下汹汹
兲下一家 天下一家
兲下著处 天下著处
兲涯比邻 天涯比邻
兲涯海角 天涯海角
兲衣无缝 天衣无缝
兲有不测风云，人有旦夕祸福 天有不测风云，人有旦夕祸福
兲与人归 天与人归
兲渊悬隔 天渊悬隔
兲渊之别 天渊之别
兲缘巧合 天缘巧合
兲灾人祸 天灾人祸
兲造草昧 天造草昧
兲真烂漫 天真烂漫
兲真无邪 天真无邪
兲之骄子 天之骄子
兲姿国色 天姿国色
兲子门生 天子门生
兲字第一号 天字第一号
兲纵之才 天纵之才
兲作之合 天作之合
兲潢贵胄 天潢贵胄
冃白风清 月白风清
冃淡风清 月淡风清
冃殿嫦娥 月殿嫦娥
冃光如水 月光如水
冃黑风高 月黑风高
冃落乌啼 月落乌啼
冃落星沉 月落星沉
冃满花香 月满花香
冃满则亏 月满则亏
冃没参横 月没参横
冃明千里 月明千里
冃明星稀 月明星稀
冃缺花残 月缺花残
冃色溶溶 月色溶溶
冃下老人 月下老人
冃盈则食 月盈则食
冃约星期 月约星期
冃值年灾 月值年灾
冇碍观瞻 有碍观瞻
冇案可查 有案可查
冇案可稽 有案可稽
冇百害而无一利 有百害而无一利
冇板冇眼 有板有眼
冇备而来 有备而来
冇备无患 有备无患
冇本冇原 有本有原
冇鼻子冇眼 有鼻子有眼
冇鼻子冇眼儿 有鼻子有眼儿
冇才无命 有才无命
冇偿新闻 有偿新闻
冇朝一日 有朝一日
冇耻且格 有耻且格
冇初鲜终 有初鲜终
冇胆冇识 有胆有识
冇底 有底
冇点儿 有点儿
冇典冇则 有典有则
冇度冇识 有度有识
冇多冇少 有多有少
冇犯无隐 有犯无隐
冇福同享 有福同享
冇感而发 有感而发
冇关 有关
冇轨电车 有轨电车
冇国难投 有国难投
冇过之无不及 有过之无不及
冇会子 有会子
冇机 有机
冇机玻璃 有机玻璃
冇机肥料 有机肥料
冇机化合物 有机化合物
冇机化学 有机化学
冇机可乘 有机可乘
冇机农业 有机农业
冇机食品 有机食品
冇机质 有机质
冇己无人 有己无人
冇家难奔 有家难奔
冇加无己 有加无己
冇加无已 有加无已
冇价无市 有价无市
冇价证券 有价证券
冇脚阳春 有脚阳春
冇教无类 有教无类
冇进无出 有进无出
冇进无退 有进无退
冇劲 有劲
冇惊无险 有惊无险
冇救 有救
冇口皆碑 有口皆碑
冇口难辩 有口难辩
冇口难分 有口难分
冇口难言 有口难言
冇口无心 有口无心
冇苦难言 有苦难言
冇来冇去 有来有去
冇来冇往 有来有往
冇来无回 有来无回
冇劳 有劳
冇棱冇角 有棱有角
冇理 有理
冇理冇据 有理有据
冇理式 有理式
冇理数 有理数
冇理走遍天下 有理走遍天下
冇礼 有礼
冇利 有利
冇利冇弊 有利有弊
冇利可图 有利可图
冇利无弊 有利无弊
冇利无害 有利无害
冇例可援 有例可援
冇力 有力
冇两下子 有两下子
冇门儿 有门儿
冇名 有名
冇名无实 有名无实
冇模冇样 有模有样
冇目共睹 有目共睹
冇目共赏 有目共赏
冇目无睹 有目无睹
冇奶便是娘 有奶便是娘
冇难同当 有难同当
冇盼儿 有盼儿
冇凭冇据 有凭有据
冇谱儿 有谱儿
冇期徒刑 有期徒刑
冇气无力 有气无力
冇钱冇势 有钱有势
冇钱能使鬼推磨 有钱能使鬼推磨
冇情冇理 有情有理
冇情冇义 有情有义
冇情人终成眷属 有情人终成眷属
冇请 有请
冇求必应 有求必应
冇趣 有趣
冇去无回 有去无回
冇权冇势 有权有势
冇染 有染
冇日子 有日子
冇如皦日 有如皦日
冇色金属 有色金属
冇色人种 有色人种
冇色眼镜 有色眼镜
冇伤风化 有伤风化
冇伤和气 有伤和气
冇赏冇罚 有赏有罚
冇身子 有身子
冇神论 有神论
冇声冇色 有声有色
冇声片 有声片
冇生力量 有生力量
冇生以来 有生以来
冇生之年 有生之年
冇失体统 有失体统
冇时 有时
冇识之士 有识之士
冇始冇终 有始有终
冇始无终 有始无终
冇恃无恐 有恃无恐
冇数 有数
冇说冇笑 有说有笑
冇死无二 有死无二
冇损 有损
冇损无益 有损无益
冇所不为 有所不为
冇所顾忌 有所顾忌
冇所作为 有所作为
冇天无日 有天无日
冇条冇理 有条有理
冇条不紊 有条不紊
冇头冇脸 有头有脸
冇头冇尾 有头有尾
冇头无尾 有头无尾
冇望 有望
冇为 有为
冇文无行 有文无行
冇闻必录 有闻必录
冇无相生 有无相生
冇无相通 有无相通
冇喜 有喜
冇戏 有戏
冇限 有限
冇限责任公司 有限责任公司
冇线 有线
冇线电 有线电
冇线电视 有线电视
冇线广播 有线广播
冇线通信 有线通信
冇效 有效
冇效期 有效期
冇效射程 有效射程
冇些 有些
冇心 有心
冇心没想 有心没想
冇心人 有心人
冇心无力 有心无力
冇形 有形
冇形损耗 有形损耗
冇形资产 有形资产
冇幸 有幸
冇性生殖 有性生殖
冇序 有序
冇血冇肉 有血有肉
冇言在先 有言在先
冇眼不识泰山 有眼不识泰山
冇眼如盲 有眼如盲
冇眼无珠 有眼无珠
冇氧运动 有氧运动
冇一搭没一搭 有一搭没一搭
冇一无二 有一无二
冇意识 有意识
冇意思 有意思
冇意无意 有意无意
冇益 有益
冇益无害 有益无害
冇益无损 有益无损
冇影无形 有影无形
冇勇冇谋 有勇有谋
冇勇无谋 有勇无谋
冇勇知方 有勇知方
冇用功 有用功
冇余 有余
冇缘 有缘
冇缘千里来相会 有缘千里来相会
冇约在先 有约在先
冇则改之，无则加勉 有则改之，无则加勉
冇增无减 有增无减
冇章可循 有章可循
冇张冇弛 有张有弛
冇征无战 有征无战
冇枝冇叶 有枝有叶
冇枝添叶 有枝添叶
冇志不在年高 有志不在年高
冇志者事竟成 有志者事竟成
冇种 有种
冇滋冇味 有滋有味
冇罪推定 有罪推定
冓火 篝火
冨比陶朱 富比陶朱
冨比王侯 富比王侯
冨而不骄 富而不骄
冨而不仁 富而不仁
冨而好礼 富而好礼
冨贵逼人 富贵逼人
冨贵不能淫 富贵不能淫
冨贵浮云 富贵浮云
冨贵骄人 富贵骄人
冨贵荣华 富贵荣华
冨贵无常 富贵无常
冨贵显荣 富贵显荣
冨国安民 富国安民
冨国强兵 富国强兵
冨家大室 富家大室
冨甲天下 富甲天下
冨甲一方 富甲一方
冨甲一乡 富甲一乡
冨可敌国 富可敌国
冨丽堂皇 富丽堂皇
冨商大贾 富商大贾
冨于春秋 富于春秋
冮东独步 江东独步
冮东父老 江东父老
冮东渭北 江东渭北
冮翻海沸 江翻海沸
冮海之士 江海之士
冮河日下 江河日下
冮湖骗子 江湖骗子
冮湖医生 江湖医生
冮湖义气 江湖义气
冮郎才尽 江郎才尽
冮山不老 江山不老
冮山如画 江山如画
冮山易改，禀性难移 江山易改，禀性难移
冮山之助 江山之助
冮天一色 江天一色
冮心补漏 江心补漏
冮淹梦笔 江淹梦笔
冮洋大盗 江洋大盗
冮云渭树 江云渭树
冮州司马 江州司马
冮左夷吾 江左夷吾
凘灭 澌灭
別人 别人
刬除 铲除
剋日 克日
剎那 刹那
剎那间 刹那间
勛章 勋章
匸国灭种 亡国灭种
匸国破家 亡国破家
匸国之器 亡国之器
匸国之音 亡国之音
匸魂丧胆 亡魂丧胆
匸魂失魄 亡魂失魄
匸魂冤鬼 亡魂冤鬼
匸命天涯 亡命天涯
匸命之徒 亡命之徒
匸羊补牢 亡羊补牢
匸在旦夕 亡在旦夕
叚传圣旨 假传圣旨
叚公济私 假公济私
叚虎张威 假虎张威
叚力于人 假力于人
叚冒伪劣 假冒伪劣
叚眉三道 假眉三道
叚名托姓 假名托姓
叚模叚式 假模假式
叚仁叚义 假仁假义
叚仁假义 假仁假义
叚手于人 假手于人
叚途灭虢 假途灭虢
叚戏真做 假戏真做
叚以辞色 假以辞色
叚以时日 假以时日
叚誉驰声 假誉驰声
